filename,model,task,filter_type,initial_score,final_score,initial_loss,final_loss,dd_pass,dd_time,initial_program,final_program,initial_tokens,final_tokens,len_initial_tokens,len_final_tokens,len_minimal_tokens,len_initial_chars,len_final_chars,len_minimal_chars,per_removed_chars,per_removed_tokens,attn_nodes,final_nodes,common_nodes,len_attn_nodes,len_final_nodes,len_common_nodes,per_common_tokens,ground_truth
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1047.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9975479245185852, 'target': 0.0}","{'location': 0.997441291809082, 'target': 0.0}","{'location': 0.0024553171824663877, 'target': 0.0}","{'location': 0.002561979927122593, 'target': 0.0}","{'n_total': 144, 'n_valid': 28, 'n_correct': 22}",1.474948,,,"['#NEWLINE#', 'def __init__(', 'self', ',', 'attrs', '=', 'None', ')', ':', '#NEWLINE#', '#INDENT#', 'final_attrs', '=', '{', '#NEWLINE#', '#INDENT#', ""'class'"", ':', ""'vIntegerField'"", ',', '#NEWLINE#', '#UNINDENT#', '}', '#NEWLINE#', 'if', '(', 'attrs', 'is not', 'None', ')', ':', '#NEWLINE#', '#INDENT#', 'final_attrs', '.', 'update', '(', 'attrs', ')', '#NEWLINE#', '#UNINDENT#', 'super', '(', 'AdminIntegerFieldWidget', ',', 'self', ')', '.', '__init__', '(', 'attrs', '=', 'final_attrs', ')']","['#NEWLINE#', 'self', 'attrs', 'final_attrs', 'attrs', 'final_attrs', 'attrs', 'self', 'attrs', 'final_attrs']",54,10,10,-1,-1,-1,-1.0,100.0,"['attrs', 'attrs', 'final_attrs', 'self', 'attrs', 'final_attrs', 'final_attrs', 'self', '=', ',']","['#NEWLINE#', 'self', 'attrs', 'final_attrs', 'attrs', 'final_attrs', 'attrs', 'self', 'attrs', 'final_attrs']","['self', 'attrs', 'final_attrs', 'attrs', 'final_attrs', 'attrs', 'self', 'attrs', 'final_attrs']",10,10,9,90.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1048.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9973245859146118, 'target': 0.0}","{'location': 0.997441291809082, 'target': 0.0}","{'location': 0.0026788560207933187, 'target': 0.0}","{'location': 0.002561979927122593, 'target': 0.0}","{'n_total': 157, 'n_valid': 33, 'n_correct': 21}",1.744521,,,"['#NEWLINE#', 'def __init__(', 'self', ',', 'attrs', '=', 'None', ')', ':', '#NEWLINE#', '#INDENT#', 'final_attrs', '=', '{', '#NEWLINE#', '#INDENT#', ""'class'"", ':', ""'vCommaSeparatedIntegerField'"", ',', '#NEWLINE#', '#UNINDENT#', '}', '#NEWLINE#', 'if', '(', 'attrs', 'is not', 'None', ')', ':', '#NEWLINE#', '#INDENT#', 'final_attrs', '.', 'update', '(', 'attrs', ')', '#NEWLINE#', '#UNINDENT#', 'super', '(', 'AdminCommaSeparatedIntegerFieldWidget', ',', 'self', ')', '.', '__init__', '(', 'attrs', '=', 'final_attrs', ')']","['#NEWLINE#', 'self', 'attrs', 'final_attrs', 'attrs', 'final_attrs', 'attrs', 'self', 'attrs', 'final_attrs']",54,10,10,-1,-1,-1,-1.0,100.0,"['attrs', 'attrs', 'final_attrs', 'self', 'attrs', 'final_attrs', 'final_attrs', 'self', '=', ',']","['#NEWLINE#', 'self', 'attrs', 'final_attrs', 'attrs', 'final_attrs', 'attrs', 'self', 'attrs', 'final_attrs']","['self', 'attrs', 'final_attrs', 'attrs', 'final_attrs', 'attrs', 'self', 'attrs', 'final_attrs']",10,10,9,90.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1049.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.5404165387153625, 'target': 0.0}","{'location': 0.9992561936378479, 'target': 0.0}","{'location': 0.6154151558876038, 'target': 0.0}","{'location': 0.0007440659101121128, 'target': 0.0}","{'n_total': 531, 'n_valid': 84, 'n_correct': 69}",5.354025,,,"['#NEWLINE#', 'def isnpint(', 'ctx', ',', 'x', ')', ':', '#NEWLINE#', '#INDENT#', ""'\\n        Determine if *x* is a nonpositive integer.\\n        '"", '#NEWLINE#', 'if', '(', 'not', 'x', ')', ':', '#NEWLINE#', '#INDENT#', 'return', 'True', '#NEWLINE#', '#UNINDENT#', 'if', 'hasattr', '(', 'x', ',', ""'_mpf_'"", ')', ':', '#NEWLINE#', '#INDENT#', '(', 'sign', ',', 'man', ',', 'exp', ',', 'bc', ')', '=', 'x', '.', '_mpf_', '#NEWLINE#', 'return', '(', 'sign', 'and', '(', 'exp', '>=', '0', ')', ')', '#NEWLINE#', '#UNINDENT#', 'if', 'hasattr', '(', 'x', ',', ""'_mpc_'"", ')', ':', '#NEWLINE#', '#INDENT#', 'return', '(', '(', 'not', 'x', '.', 'imag', ')', 'and', 'ctx', '.', 'isnpint', '(', 'x', '.', 'real', ')', ')', '#NEWLINE#', '#UNINDENT#', 'if', '(', 'type', '(', 'x', ')', 'in', 'int_types', ')', ':', '#NEWLINE#', '#INDENT#', 'return', '(', 'x', '<=', '0', ')', '#NEWLINE#', '#UNINDENT#', 'if', 'isinstance', '(', 'x', ',', 'ctx', '.', 'mpq', ')', ':', '#NEWLINE#', '#INDENT#', '(', 'p', ',', 'q', ')', '=', 'x', '.', '_mpq_', '#NEWLINE#', 'if', '(', 'not', 'p', ')', ':', '#NEWLINE#', '#INDENT#', 'return', 'True', '#NEWLINE#', '#UNINDENT#', 'return', '(', '(', 'q', '==', '1', ')', 'and', '(', 'p', '<=', '0', ')', ')', '#NEWLINE#', '#UNINDENT#', 'return', 'ctx', '.', 'isnpint', '(', 'ctx', '.', 'convert', '(', 'x', ')', ')']","['#NEWLINE#', 'ctx', 'x', 'x', 'x', 'sign', 'man', 'exp', 'bc', 'x', 'sign', 'exp', 'x', 'x', 'ctx', 'x', 'x', 'x', 'x', 'ctx', 'p', 'q', 'x', 'p', 'q', 'p', 'ctx', 'ctx', 'x']",171,29,29,-1,-1,-1,-1.0,100.0,"['x', 'x', 'ctx', 'x', 'p', 'q', 'x', 'p', 'p', 'man', 'x', 'bc', 'exp', 'x', ',', 'x', 'q', 'sign', 'exp', 'sign', '#NEWLINE#', 'ctx', 'x', 'x', 'x', ')', ""'\\n        Determine if *x* is a nonpositive integer.\\n        '"", 'int_types', 'x']","['#NEWLINE#', 'ctx', 'x', 'x', 'x', 'sign', 'man', 'exp', 'bc', 'x', 'sign', 'exp', 'x', 'x', 'ctx', 'x', 'x', 'x', 'x', 'ctx', 'p', 'q', 'x', 'p', 'q', 'p', 'ctx', 'ctx', 'x']","['#NEWLINE#', 'ctx', 'x', 'x', 'x', 'sign', 'man', 'exp', 'bc', 'x', 'sign', 'exp', 'x', 'x', 'ctx', 'x', 'x', 'x', 'x', 'ctx', 'p', 'q', 'x', 'p', 'q', 'p', 'ctx', 'ctx', 'x']",29,29,29,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1050.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.964518666267395, 'target': 0.0}","{'location': 0.9970236420631409, 'target': 0.0}","{'location': 0.03612596541643143, 'target': 0.0}","{'location': 0.0029806732200086117, 'target': 0.0}","{'n_total': 155, 'n_valid': 27, 'n_correct': 22}",1.419849,,,"['#NEWLINE#', 'def frexp(', 'ctx', ',', 'x', ')', ':', '#NEWLINE#', '#INDENT#', '""\\n        Given a real number `x`, returns `(y, n)` with `y \\\\in [0.5, 1)`,\\n        `n` a Python integer, and such that `x = y 2^n`. No rounding is\\n        performed.\\n\\n            >>> from mpmath import *\\n            >>> mp.dps = 15; mp.pretty = False\\n            >>> frexp(7.5)\\n            (mpf(\'0.9375\'), 3)\\n\\n        ""', '#NEWLINE#', 'x', '=', 'ctx', '.', 'convert', '(', 'x', ')', '#NEWLINE#', '(', 'y', ',', 'n', ')', '=', 'libmp', '.', 'mpf_frexp', '(', 'x', '.', '_mpf_', ')', '#NEWLINE#', 'return', '(', 'ctx', '.', 'make_mpf', '(', 'y', ')', ',', 'n', ')']","['#NEWLINE#', 'ctx', 'x', 'x', 'ctx', 'x', 'y', 'n', 'x', 'ctx', 'y', 'n']",46,12,12,-1,-1,-1,-1.0,100.0,"['ctx', 'x', 'y', 'x', 'x', 'n', 'x', 'y', 'n', 'ctx', '#NEWLINE#', 'ctx']","['#NEWLINE#', 'ctx', 'x', 'x', 'ctx', 'x', 'y', 'n', 'x', 'ctx', 'y', 'n']","['#NEWLINE#', 'ctx', 'x', 'x', 'ctx', 'x', 'y', 'n', 'x', 'ctx', 'y', 'n']",12,12,12,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1051.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.998594343662262, 'target': 0.0}","{'location': 0.9229269027709961, 'target': 0.0}","{'location': 0.0014065144350752234, 'target': 0.0}","{'location': 0.08020526170730591, 'target': 0.0}","{'n_total': 130, 'n_valid': 23, 'n_correct': 21}",1.202279,,,"['#NEWLINE#', 'def __getattr__(', 'self', ',', 'name', ')', ':', '#NEWLINE#', '#INDENT#', 'if', 'isinstance', '(', 'self', '.', 'defaults', '.', 'get', '(', 'name', ')', ',', 'bool', ')', ':', '#NEWLINE#', '#INDENT#', 'return', 'self', '.', 'config', '[', ""'CONFIGURATION'"", ']', '.', 'getboolean', '(', 'name', ')', '#NEWLINE#', '#UNINDENT#', 'return', 'self', '.', 'config', '[', ""'CONFIGURATION'"", ']', '.', 'get', '(', 'name', ')']","['#NEWLINE#', 'self', 'name', ')', 'self', 'name', 'self', 'name', 'self', 'name']",52,10,9,-1,-1,-1,-1.0,97.67441860465117,"['self', 'name', 'name', 'self', 'name', 'name', 'self', 'self', '#NEWLINE#', ',']","['#NEWLINE#', 'self', 'name', ')', 'self', 'name', 'self', 'name', 'self', 'name']","['#NEWLINE#', 'self', 'name', 'self', 'name', 'self', 'name', 'self', 'name']",10,10,9,90.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1053.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9999547004699707, 'target': 0.0}","{'location': 0.999870777130127, 'target': 0.0}","{'location': 4.5060096454108134e-05, 'target': 0.0}","{'location': 0.00012933371181134135, 'target': 0.0}","{'n_total': 280, 'n_valid': 64, 'n_correct': 45}",3.798724,,,"['#NEWLINE#', '@', 'mock', '.', 'patch', '.', 'object', '(', 'vm_utils', ',', ""'is_vm_shutdown'"", ')', '#NEWLINE#', '@', 'mock', '.', 'patch', '.', 'object', '(', 'vm_utils', ',', ""'create_vbd'"", ')', '#NEWLINE#', 'def test_attach_volume_to_vm_plug(', 'self', ',', 'mock_vbd', ',', 'mock_shutdown', ')', ':', '#NEWLINE#', '#INDENT#', 'mock_vbd', '.', 'return_value', '=', ""'vbd'"", '#NEWLINE#', 'mock_shutdown', '.', 'return_value', '=', 'False', '#NEWLINE#', 'with', 'mock', '.', 'patch', '.', 'object', '(', 'self', '.', 'session', '.', 'VBD', ',', ""'plug'"", ')', 'as', 'mock_plug', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'ops', '.', '_attach_volume_to_vm', '(', ""'vdi'"", ',', ""'vm'"", ',', ""'name'"", ',', '2', ',', 'True', ')', '#NEWLINE#', 'mock_plug', '.', 'assert_called_once_with', '(', ""'vbd'"", ',', ""'vm'"", ')', '#NEWLINE#', '#UNINDENT#', 'mock_vbd', '.', 'assert_called_once_with', '(', 'self', '.', 'session', ',', ""'vm'"", ',', ""'vdi'"", ',', '2', ',', 'bootable', '=', 'False', ',', 'osvol', '=', 'True', ')', '#NEWLINE#', 'mock_shutdown', '.', 'assert_called_once_with', '(', 'self', '.', 'session', ',', ""'vm'"", ')']","['#NEWLINE#', 'self', 'mock_vbd', 'mock_shutdown', 'mock_vbd', 'mock_shutdown', 'self', 'mock_plug', 'self', 'mock_plug', 'mock_vbd', 'self', 'mock_shutdown', 'self']",127,14,14,-1,-1,-1,-1.0,100.0,"['self', 'mock_shutdown', 'mock', '#NEWLINE#', 'self', 'mock_plug', 'mock_vbd', 'mock_shutdown', 'self', 'mock_vbd', 'self', 'mock_plug', 'mock_shutdown', 'self']","['#NEWLINE#', 'self', 'mock_vbd', 'mock_shutdown', 'mock_vbd', 'mock_shutdown', 'self', 'mock_plug', 'self', 'mock_plug', 'mock_vbd', 'self', 'mock_shutdown', 'self']","['#NEWLINE#', 'self', 'mock_vbd', 'mock_shutdown', 'mock_vbd', 'mock_shutdown', 'self', 'mock_plug', 'self', 'mock_plug', 'mock_vbd', 'self', 'mock_shutdown', 'self']",14,14,14,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1055.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.5695912837982178, 'target': 0.0}","{'location': 0.9986454844474792, 'target': 0.0}","{'location': 0.5628363490104675, 'target': 0.0}","{'location': 0.0013554443139582872, 'target': 0.0}","{'n_total': 167, 'n_valid': 25, 'n_correct': 22}",1.322533,,,"['#NEWLINE#', 'def _on_window_closed(', 'self', ',', 'window', ',', 'trait_name', ',', 'event', ')', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'windows', '.', 'remove', '(', 'window', ')', '#NEWLINE#', 'self', '.', 'window_closed', '=', 'TaskWindowEvent', '(', 'window', '=', 'window', ')', '#NEWLINE#', 'if', '(', 'len', '(', 'self', '.', 'windows', ')', '==', '0', ')', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'stop', '(', ')']","['#NEWLINE#', 'self', 'window', 'trait_name', 'event', 'self', 'window', 'self', 'window', 'window', 'self', 'self']",52,12,12,-1,-1,-1,-1.0,100.0,"['self', 'window', 'event', 'trait_name', 'self', 'window', 'window', 'self', 'self', '#NEWLINE#', 'self', 'window']","['#NEWLINE#', 'self', 'window', 'trait_name', 'event', 'self', 'window', 'self', 'window', 'window', 'self', 'self']","['#NEWLINE#', 'self', 'window', 'trait_name', 'event', 'self', 'window', 'self', 'window', 'window', 'self', 'self']",12,12,12,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1056.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9581199884414673, 'target': 0.0}","{'location': 0.9878035187721252, 'target': 0.0}","{'location': 0.04278223589062691, 'target': 0.0}","{'location': 0.012271498329937458, 'target': 0.0}","{'n_total': 446, 'n_valid': 105, 'n_correct': 80}",6.401767,,,"['#NEWLINE#', 'def end_transfer(', 'self', ',', 'success', ')', ':', '#NEWLINE#', '#INDENT#', 'if', 'self', '.', '_stop', '.', 'is_set', '(', ')', ':', '#NEWLINE#', '#INDENT#', 'success', '=', 'False', '#NEWLINE#', '#UNINDENT#', 'if', 'success', ':', '#NEWLINE#', '#INDENT#', 'try', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'call', '(', ""'end_upload'"", ',', 'self', '.', 'metadata', ')', '#NEWLINE#', '#UNINDENT#', 'except', 'AbortOperation', ':', '#NEWLINE#', '#INDENT#', 'success', '=', 'False', '#NEWLINE#', '#UNINDENT#', '#UNINDENT#', 'if', '(', 'not', 'success', ')', ':', '#NEWLINE#', '#INDENT#', 'try', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'call', '(', ""'abort_upload'"", ',', 'self', '.', 'metadata', ')', '#NEWLINE#', '#UNINDENT#', 'except', 'AbortOperation', ':', '#NEWLINE#', '#INDENT#', 'pass', '#NEWLINE#', '#UNINDENT#', '#UNINDENT#', 'if', 'success', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'escalator', '.', 'delete', '(', 'self', '.', 'transfer_key', ')', '#NEWLINE#', 'self', '.', 'metadata', '.', 'set_uptodate', '(', ')', '#NEWLINE#', 'self', '.', 'metadata', '.', 'write', '(', ')', '#NEWLINE#', 'self', '.', 'logger', '.', 'info', '(', '""Transfer of \'{}\' successful""', ',', 'self', '.', 'filename', ')', '#NEWLINE#', '#UNINDENT#', 'else', ':', '#NEWLINE#', '#INDENT#', 'self', '.', 'logger', '.', 'info', '(', '""Transfer of \'{}\' aborted""', ',', 'self', '.', 'filename', ')']","['#NEWLINE#', 'self', 'success', 'self', 'success', 'success', 'self', 'self', 'success', 'success', 'self', 'self', 'success', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self']",152,21,21,-1,-1,-1,-1.0,100.0,"['self', 'success', 'success', 'success', 'success', 'self', 'self', 'success', 'self', 'self', 'self', 'self', ',', ')', '#NEWLINE#', 'except', 'success', 'self', 'else', 'self', 'self']","['#NEWLINE#', 'self', 'success', 'self', 'success', 'success', 'self', 'self', 'success', 'success', 'self', 'self', 'success', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self']","['#NEWLINE#', 'self', 'success', 'self', 'success', 'success', 'self', 'self', 'success', 'success', 'self', 'self', 'success', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self']",21,21,21,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1057.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9987461566925049, 'target': 0.0}","{'location': 0.27837124466896057, 'target': 0.0}","{'location': 0.0012546057114377618, 'target': 0.0}","{'location': 1.2787996530532837, 'target': 0.0}","{'n_total': 85, 'n_valid': 14, 'n_correct': 13}",0.703579,,,"['#NEWLINE#', 'def test_allow_all_rules(', 'self', ')', ':', '#NEWLINE#', '#INDENT#', 'for', 'rule', 'in', 'self', '.', 'allow_all_rules', ':', '#NEWLINE#', '#INDENT#', 'policy', '.', 'enforce', '(', 'self', '.', 'non_admin_context', ',', 'rule', ',', 'self', '.', 'target', ')']","['#NEWLINE#', 'self', 'rule', 'self', 'self', '.', 'rule', 'self']",30,8,7,-1,-1,-1,-1.0,95.65217391304348,"['self', 'self', 'rule', 'rule', 'self', 'policy', 'self', '#NEWLINE#']","['#NEWLINE#', 'self', 'rule', 'self', 'self', '.', 'rule', 'self']","['#NEWLINE#', 'self', 'rule', 'self', 'self', 'rule', 'self']",8,8,7,87.5,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1058.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9971580505371094, 'target': 0.0}","{'location': 0.9987205266952515, 'target': 0.0}","{'location': 0.0028461208567023277, 'target': 0.0}","{'location': 0.0012804412981495261, 'target': 0.0}","{'n_total': 157, 'n_valid': 26, 'n_correct': 23}",1.370415,,,"['#NEWLINE#', '@', 'async', '.', 'setter', '#NEWLINE#', 'def async(', 'self', ',', 'value', ')', ':', '#NEWLINE#', '#INDENT#', ""'The async property.\\n        \\n        Args:\\n            value (bool). the property value.\\n        '"", '#NEWLINE#', 'if', '(', '(', 'value', '==', 'self', '.', '_defaults', '[', ""'async'"", ']', ')', 'and', '(', ""'async'"", 'in', 'self', '.', '_values', ')', ')', ':', '#NEWLINE#', '#INDENT#', 'del', 'self', '.', '_values', '[', ""'async'"", ']', '#NEWLINE#', '#UNINDENT#', 'else', ':', '#NEWLINE#', '#INDENT#', 'self', '.', '_values', '[', ""'async'"", ']', '=', 'value']","['#NEWLINE#', 'self', 'value', 'value', 'self', 'self', 'self', 'self', '.', 'value']",61,10,9,-1,-1,-1,-1.0,98.07692307692308,"['self', 'value', 'value', 'value', 'self', 'self', 'self', 'self', '#NEWLINE#', ')']","['#NEWLINE#', 'self', 'value', 'value', 'self', 'self', 'self', 'self', '.', 'value']","['#NEWLINE#', 'self', 'value', 'value', 'self', 'self', 'self', 'self', 'value']",10,10,9,90.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1060.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.9307169914245605, 'target': 0.0}","{'location': 0.9970687031745911, 'target': 0.0}","{'location': 0.07179982215166092, 'target': 0.0}","{'location': 0.0029353885911405087, 'target': 0.0}","{'n_total': 278, 'n_valid': 46, 'n_correct': 41}",2.519001,,,"['#NEWLINE#', '@', 'classmethod', '#NEWLINE#', 'def new_from_dict(', 'cls', ',', 'd', ',', 'h', '=', 'None', ',', '**kwargs', ')', ':', '#NEWLINE#', '#INDENT#', 'd', '=', 'to_python', '(', 'obj', '=', 'cls', '(', ')', ',', 'in_dict', '=', 'd', ',', 'str_keys', '=', 'cls', '.', '_strs', ',', 'int_keys', '=', 'cls', '.', '_ints', ',', 'date_keys', '=', 'cls', '.', '_dates', ',', 'bool_keys', '=', 'cls', '.', '_bools', ',', 'dict_keys', '=', 'cls', '.', '_dicts', ',', 'object_map', '=', 'cls', '.', '_map', ',', 'array_map', '=', 'cls', '.', '_arrays', ',', '_h', '=', 'h', ')', '#NEWLINE#', 'd', '.', '__dict__', '.', 'update', '(', 'kwargs', ')', '#NEWLINE#', 'return', 'd']","['#NEWLINE#', 'cls', 'd', 'h', 'd', 'cls', 'd', 'cls', 'cls', 'cls', 'cls', 'cls', 'cls', 'cls', 'h', 'd', 'kwargs', 'd']",90,18,18,-1,-1,-1,-1.0,100.0,"['kwargs', 'd', 'cls', 'h', 'd', 'd', 'h', '**kwargs', 'd', 'd', 'cls', 'classmethod', 'cls', 'cls', '#NEWLINE#', 'cls', '_h', '#NEWLINE#']","['#NEWLINE#', 'cls', 'd', 'h', 'd', 'cls', 'd', 'cls', 'cls', 'cls', 'cls', 'cls', 'cls', 'cls', 'h', 'd', 'kwargs', 'd']","['#NEWLINE#', 'cls', 'd', 'h', 'd', 'cls', 'd', 'cls', 'cls', 'cls', 'cls', 'cls', 'cls', 'cls', 'h', 'd', 'kwargs', 'd']",18,18,18,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1061.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.7046686410903931, 'target': 0.0}","{'location': 0.9984942674636841, 'target': 0.0}","{'location': 0.35002753138542175, 'target': 0.0}","{'location': 0.0015068616485223174, 'target': 0.0}","{'n_total': 154, 'n_valid': 25, 'n_correct': 24}",1.33846,,,"['#NEWLINE#', 'def test_calcs(', 'self', ')', ':', '#NEWLINE#', '#INDENT#', 'd', '=', 'Datum', '(', '{', '#NEWLINE#', '#INDENT#', ""'skey1'"", ':', ""'val1'"", ',', '#NEWLINE#', ""'skey2'"", ':', ""'val2'"", ',', '#NEWLINE#', ""'nkey1'"", ':', '1.0', ',', '#NEWLINE#', ""'nkey2'"", ':', '2.0', ',', '#NEWLINE#', '#UNINDENT#', '}', ')', '#NEWLINE#', 'self', '.', 'assertAlmostEqual', '(', 'self', '.', 'cli', '.', 'calc_similarity', '(', 'd', ',', 'd', ')', ',', '1', ',', '6', ')', '#NEWLINE#', 'self', '.', 'assertAlmostEqual', '(', 'self', '.', 'cli', '.', 'calc_l2norm', '(', 'd', ')', ',', 'sqrt', '(', '(', '(', '(', '(', '1', '*', '1', ')', '+', '(', '1', '*', '1', ')', ')', '+', '(', '1', '*', '1', ')', ')', '+', '(', '2', '*', '2', ')', ')', ')', ',', '6', ')']","['#NEWLINE#', 'self', 'd', 'self', 'self', 'd', 'd', 'self', 'self', 'd']",106,10,10,-1,-1,-1,-1.0,100.0,"['self', 'd', 'd', 'd', 'd', '#NEWLINE#', 'self', 'self', '6', ')']","['#NEWLINE#', 'self', 'd', 'self', 'self', 'd', 'd', 'self', 'self', 'd']","['#NEWLINE#', 'self', 'd', 'self', 'self', 'd', 'd', 'self', 'self', 'd']",10,10,10,100.0,True
eval__VARIABLE_MISUSE__SStuB.txt-00000-of-00300___L1062.txt,Transformer,VARIABLE_MISUSE,"{'has_bug': False, 'bug_kind': 0, 'dd_bug': 'non_buggy_correct'}","{'location': 0.6820669174194336, 'target': 0.0}","{'location': 0.9993957281112671, 'target': 0.0}","{'location': 0.38262760639190674, 'target': 0.0}","{'location': 0.0006044468027539551, 'target': 0.0}","{'n_total': 304, 'n_valid': 52, 'n_correct': 39}",2.861886,,,"['#NEWLINE#', 'def reduce_opacity(', 'im', ',', 'opacity', ')', ':', '#NEWLINE#', '#INDENT#', ""'Returns an image with reduced opacity.'"", '#NEWLINE#', 'assert', '(', '(', 'opacity', '>=', '0', ')', 'and', '(', 'opacity', '<=', '1', ')', ')', '#NEWLINE#', 'if', '(', 'im', '.', 'mode', '!=', ""'RGBA'"", ')', ':', '#NEWLINE#', '#INDENT#', 'im', '=', 'im', '.', 'convert', '(', ""'RGBA'"", ')', '#NEWLINE#', '#UNINDENT#', 'else', ':', '#NEWLINE#', '#INDENT#', 'im', '=', 'im', '.', 'copy', '(', ')', '#NEWLINE#', '#UNINDENT#', 'alpha', '=', 'im', '.', 'split', '(', ')', '[', '3', ']', '#NEWLINE#', 'alpha', '=', 'ImageEnhance', '.', 'Brightness', '(', 'alpha', ')', '.', 'enhance', '(', 'opacity', ')', '#NEWLINE#', 'im', '.', 'putalpha', '(', 'alpha', ')', '#NEWLINE#', 'return', 'im']","['#NEWLINE#', 'im', 'opacity', 'opacity', 'opacity', 'im', 'im', 'im', 'im', 'im', 'alpha', 'im', 'alpha', 'alpha', 'opacity', 'im', 'alpha', 'im']",94,18,18,-1,-1,-1,-1.0,100.0,"['opacity', 'im', 'opacity', 'im', 'im', 'alpha', 'alpha', 'opacity', 'alpha', 'alpha', 'im', 'opacity', '#NEWLINE#', 'im', ',', ""'Returns an image with reduced opacity.'"", 'else', 'assert']","['#NEWLINE#', 'im', 'opacity', 'opacity', 'opacity', 'im', 'im', 'im', 'im', 'im', 'alpha', 'im', 'alpha', 'alpha', 'opacity', 'im', 'alpha', 'im']","['#NEWLINE#', 'im', 'opacity', 'opacity', 'opacity', 'im', 'im', 'im', 'im', 'im', 'alpha', 'im', 'alpha', 'alpha', 'opacity', 'im', 'alpha', 'im']",18,18,18,100.0,True
